text,date,sentiment,title,url
"Hillary Clinton may not be President of the United States anytime soon, but that doesn’t mean she shouldn’t be held accountable for her crimes. According to leaked emails, Clinton made connections for her daughter’s friend which could have led to lucrative government contracts.
The then-secretary of state reportedly arranged meetings between Jacqueline Newmyer-Deal, a childhood friend of Chelsea’s and president of Long Term Strategy Group, and top Pentagon officials. The meetings are believed to have led to consulting contracts for the group.
In 2009, Clinton recommended Deal to Michele Flournoy, who was fresh in her role as the undersecretary for defense policy at the Department of Defense. After the meeting, Deal reportedly thanked Clinton for “all [her] encourage and help with DoD.”
“I met with Michele’s other deputy yesterday, and we had a productive discussion about Iran and developments in maritime Asia,” Deal continued. “We also discussed contract vehicles and mapped out what we need to do so that we can go to work! I am very grateful for everything you have done.”
Deal’s Long Term Strategy Group received more than $1.3 million from DoD contracts, and the Pentagon paid the group around $60,000 for unclassified reports of between 20 and 40 pages. It dished out about $40,000 more for workshops with DoD officials and think tanks. In total, the group has received about $6 million from federal contracts since 2009.
One of the reports delivered to the Pentagon was reportedly entitled “On the Nature of Americans as a Warlike People.”
The report claimed that “the United States will continue to use war as an instrument of state policy,” since many in government descended from the Scots-Irish.
Flournoy has no recollection of meeting with Deal but told The Washington Free Beacon that she did not directly make decisions with the people she mentored in her position.
“Whether any of the people I have met with went on to win contracts with the Office of Net Assessment or other Department of Defense entities was outside my purview as undersecretary of defense for policy,” she argued. “I have and will continue to work with young men and women, including those recommended to me by people whose opinion and judgment I respect, such as Secretary Clinton.”
The last email chain between Deal and Clinton took place after Clinton attended Deal’s wedding—just one day before Operation Red Dawn, where U.S. Special Forces killed Obama Bin Laden.
“I was delighted to be there and stayed as long as I could at the reception before having to leave,” Clinton told Deal. “I confess that the Bin Laden op the next day consumed most of my mental space!”
What do you think of this exchange between Clinton and Deal? It seems Hillary was more than happy to hand out very expensive favors.",2016-11-17 03:41:54+00:00,0.157690092,BREAKING: Unauthorized Documents Leak Connecting Chelsea Clinton To Massive Federal Scheme,http://americannews.com/breaking-unauthorized-documents-leak-connecting-chelsea-clinton-to-massive-federal-scheme/
"Last week, we were hopeful we had seen the last of the Clintons. Now, it appears that Chelsea Clinton is considering a run in politics.
According to the New York Post, Chelsea Clinton is being groomed for the New York seat held by Rep. Nita Lowey. Chelsea will have the opportunity to run once Lowey, a 79-year-old career politician with more than three decades in office, decides to retire.
Lowey’s district conveniently includes Chappaqua, the Clinton family’s home base.
In August, Hillary and Bill Clinton purchased a home next door to their primary residence in Chappaqua for $1.16 million, intended for Chelsea to make her legal residence in order to run.
“Chelsea would be the next extension of the Clinton brand,” one source claimed. “In the past few years, she has taken a very visible role in the Clinton Foundation and on the campaign trail. While politics isn’t the life Hillary wanted for Chelsea, she chose to go on the campaign trail for her mother and has turned out to be very poised, articulate and comfortable with the visibility.”
What do you think? Should Chelsea be kept far away from the White House, just like her parents?",2016-11-13 04:16:32+00:00,0.060160428,Chelsea Clinton Makes Massive Announcement About Her Political Career,http://americannews.com/chelsea-clinton-makes-massive-announcement-about-her-political-career/
"Hillary Clinton was clearly shocked on Tuesday night when she lost the election to Donald Trump—something the media had repeatedly assured her was impossible.
It is clear she was not prepared for this outcome, and it took hours for her to finally break her silence and address her supporters. Some have speculated she didn’t either bother writing a concession speech, and sources confirm her team spent the early morning hours of Wednesday writing up a statement for her.
When she finally pulled herself together, here’s what she had to say:
Thank you.
Last night, I congratulated Donald Trump and offered to work with him on behalf of our country. I hope that he will be a successful president for all Americans.
This is not the outcome we wanted or we worked so hard for, and I’m sorry we did not win this election for the values we share and the vision we hold for our country.
But I feel pride and gratitude for this wonderful campaign that we built together –- this vast, diverse, creative, unruly, energized campaign. You represent the best of America, and being your candidate has been one of the greatest honors of my life.
I know how disappointed you feel, because I feel it too. And so do tens of millions of Americans who invested their hopes and dreams in this effort. This is painful, and it will be for a long time. But I want you to remember this: Our campaign was never about one person or even one election. It was about the country we love — and about building an America that’s hopeful, inclusive, and big-hearted.
We have seen that our nation is more deeply divided than we thought. But I still believe in America –- and I always will. And if you do, too, then we must accept this result -– and then look to the future.
Donald Trump is going to be our president. We owe him an open mind and the chance to lead.
Our constitutional democracy enshrines the peaceful transfer of power, and we don’t just respect that, we cherish it. It also enshrines other things –- the rule of law, the principle that we’re all equal in rights and dignity, and the freedom of worship and expression. We respect and cherish these things too — and we must defend them.
And let me add: Our constitutional democracy demands our participation, not just every four years, but all the time. So let’s do all we can to keep advancing the causes and values we all hold dear: making our economy work for everyone, not just those at the top; protecting our country and protecting our planet; and breaking down all the barriers that hold anyone back from achieving their dreams.
We’ve spent a year and a half bringing together millions of people from every corner of our country to say with one voice that we believe that the American Dream is big enough for everyone — for people of all races and religions, for men and women, for immigrants, for LGBT people, and people with disabilities.
Our responsibility as citizens is to keep doing our part to build that better, stronger, fairer America we seek. And I know you will.
I am so grateful to stand with all of you.
I want to thank Tim Kaine and Anne Holton for being our partners on this journey. It gives me great hope and comfort to know that Tim will remain on the front-lines of our democracy, representing Virginia in the Senate.
To Barack and Michelle Obama: Our country owes you an enormous debt of gratitude for your graceful, determined leadership, and so do I.
To Bill, Chelsea, Marc, Charlotte, Aidan, our brothers, and our entire family, my love for you means more than I can ever express.
You crisscrossed this country on my behalf and lifted me up when I needed it most –- even four-month old Aidan traveling with his mom.
I will always be grateful to the creative, talented, dedicated men and women at our headquarters in Brooklyn and across our country who poured their hearts into this campaign. For you veterans, this was a campaign after a campaign — for some of you, this was your first campaign ever. I want each of you to know that you were the best campaign anyone has had.
To all the volunteers, community leaders, activists, and union organizers who knocked on doors, talked to neighbors, posted on Facebook – even in secret or in private: Thank you.
To everyone who sent in contributions as small as $5 and kept us going, thank you.
And to all the young people in particular, I want you to hear this. I’ve spent my entire adult life fighting for what I believe in. I’ve had successes and I’ve had setbacks -– sometimes really painful ones. Many of you are at the beginning of your careers. You will have successes and setbacks, too.
This loss hurts. But please, please never stop believing that fighting for what’s right is worth it. It’s always worth it. And we need you keep up these fights now and for the rest of your lives.
To all the women, and especially the young women, who put their faith in this campaign and in me, I want you to know that nothing has made me prouder than to be your champion.
I know that we still have not shattered that highest glass ceiling. But some day someone will -– hopefully sooner than we might think right now.
And to all the little girls watching right now, never doubt that you are valuable and powerful and deserving of every chance and opportunity in the world.
Finally, I am grateful to our country for all it has given me.
I count my blessings every day that I am an American. And I still believe, as deeply as I ever have, that if we stand together and work together, with respect for our differences, strength in our convictions, and love for this nation -– our best days are still ahead of us.
You know I believe we are stronger together and will go forward together. And you should never be sorry that you fought for that.
Scripture tells us: “Let us not grow weary in doing good, for in due season, we shall reap, if we do not lose heart.”
My friends, let us have faith in each other. Let us not grow weary. Let us not lose heart. For there are more seasons to come and there is more work to do.
I am incredibly honored and grateful to have had this chance to represent all of you in this consequential election. May God bless you and god bless the United States of America.
Hillary",2016-11-12 04:17:52+00:00,0.148509425,"Hillary Clinton Breaks Her Silence, Releases Shocking New Statement",http://americannews.com/hillary-clinton-breaks-her-silence-releases-shocking-new-statement/
"Liberals were outraged when Donald Trump said he could not guarantee he would support Hillary Clinton if she won the election. Now that Donald Trump won by a landslide, they are quickly changing their tune.
In fact, liberals are still fighting to get Clinton in the White House. The terrifying part? There’s a chance it could happen.
Even though Donald Trump dominated the electoral vote 290 to 228, Clinton won the popular vote by 200,000.
That may sound like Trump has it in the bag, but the result isn’t officially locked down until members of the Electoral College actually get together and cast their ballots on December 19.
That gives individual electors the power to go against the electoral state vote. For example, if a liberal leader decides they don’t like the fact that their state turned red, they could cast a vote for Hillary or simply abstain from voting. In this case, they would be labeled as “faithless electors.”
There is a slim chance of this happening, but it is not completely unheard of. According to reports, there have been 157 faithless electors since the electoral college was first founded. Of these, 82 changed their vote because of personal preference, 3 dropped their vote entirely and 71 changed their vote because of a death.
One important thing to note is that all of these faithless electors have failed to have an impact on the outcome of the election. But Clinton lobbyists are pushing hard; a petition recently popped up on Change.org encouraging electors to throw out a Trump presidency.
With the corruption we’ve seen in this election thus far, this is not a possibility we can entirely discount. A Clinton presidency would be a disaster, and Trump still needs all the support we can give him.",2016-11-11 04:17:03+00:00,-0.038756614,BREAKING: How Hillary Clinton Could Still Win The 2016 Election,http://americannews.com/breaking-how-hillary-clinton-could-still-win-the-2016-election/
"FBI Director James Comey outraged the nation this week when he announced that he would not be changing his decision that Hilary Clinton should not be charged for her use of a personal email server. She may not be our president, but she still needs to be held accountable for her actions.
Republicans and Democrats alike are angry with Comey for his handling of the case, and pressure is one for him to explain his actions over the last two weeks. The reopening of the case raised serious questions, and its second closing sparked even more.
On Sunday, Senator Al Franken called for Comey to stand before the Senate Judiciary Committee. He was backed up by fellow Democrat Senator Dianne Feinstein.
“I think there should be hearings, and I’m certain there will be hearings in the Judiciary Committee on this matter,” Franken said on CNN. “We will have hearings. I’m sure that FBI Director Comey will be before us. I think he should be able to answer questions about this, and he should be able to control the FBI.”
“I believe the Justice Department needs to take a look at its procedures to prevent similar actions that could influence future elections,” Feinstein commented.
What do you think? Should Comey be fired?",2016-11-09 20:21:30+00:00,0.036996337,James Comey Faces Devastating Fate After Closing The Doors On Clinton Investigation,http://americannews.com/james-comey-faces-devastating-fate-after-closing-the-doors-on-clinton-investigation/
"Yesterday, just one day before Election Day, Congressman Trey Gowdy gave one final statement about FBI Director James Comey’s update on the Hillary Clinton investigation.
“Well, I kind of focused on the seminal word in his letter which is the word ‘conclusions’ plural,” Gowdy commented. “Not singular, plural.”
“He had a lot of conclusions in July, including she was extremely careless in the way she handled classified information,” Gowdy continued. “She didn’t turn over her work email and she both sent and received email including that which was marked classified.”
But Gowdy didn’t stop there.
“Ten days ago we didn’t know that Huma Abedin had failed to turn over all of her devices,” Gowdy concluded. “Investigations are never over unless a statute of limitations has expired or jeopardy is attached. So this investigation is over based on what they know, but they don’t know what they don’t know…Can you imagine having the closing argument of having to spend the day before a general election having to say the FBI was not able to prove beyond a reasonable doubt every element of a criminal offense? If that is the closing argument for a presidential candidate, they got other problems.”
What do you think? Do you agree with Gowdy? Is Clinton unqualified to be our president?",2016-11-08 20:56:34+00:00,-0.075,Trey Gowdy Sends Hillary Clinton One Last MASSIVE Middle Finger Before The Election [WATCH],http://americannews.com/trey-gowdy-sends-hillary-clinton-one-last-massive-middle-finger-before-the-election-watch/
"FBI Director James Comey may be willing to let Hillary Clinton off the hook for her many crimes, but Judge Jeanine Pirro has made it clear she is not going to let the Democratic presidential nominee walk away so easily.
In a recent segment, Pirro targeted the Clinton Foundation.
“It’s clear what their intent was,” she began. “Their intent was to hide. To set up the server so that she could operate, not only outside of the guidelines and the rules and the federal requirements, but that she could operate an organized criminal enterprise in the name of a 501(c)(3) charity.”
Pirro did not stop there.
“It’s a RICO—racketeering influencing corruption organization,” Pirro commented. “Like the mob. She’s a capo and you know they got the consigliere, who is Loretta Lynch at this point.”
“This is just the most corrupted Department of Justice I’ve ever seen,” she concluded. “And I thought Eric Holder was bad.”
Watch the full segment below and tell us what you think. Do you agree with Pirro? Does this corruption need to be stopped?
Watch the latest video at video.foxnews.com",2016-11-08 02:27:01+00:00,0.1,Judge Jeanine Joins Trey Gowdy Train To Take Down Hillary Clinton In Last Effort Before Election,http://americannews.com/judge-jeanine-joins-trey-gowdy-train-to-take-down-hillary-clinton-in-last-effort-before-election/
"Earlier this month, the FBI dropped a bombshell on the Clinton campaign when they announced they had reopened the investigation into Hillary Clinton’s use of a personal email server as Secretary of State. Since then, the Democratic presidential nominee has taken a dive in the polls, and the stress is clearly taking its toll.
Clinton lost it on a protestor in Fort Lauderdale, Florida on Tuesday after he accused her husband of being a rapist. As Clinton delivered her speech, the protestor interrupted her, screaming, “Bill Clinton is a rapist!”
“You know, I am sick and tired of the negative, dark, divisive vision from people who support Donald Trump,” Clinton shouted into the crowd. “We are not going backwards, we are going forwards!”
It’s interesting to note Clinton made no effort to actually defend her husband from the accusation.
“So how do we do that?” she instead continued. “For the next seven days, we focus on what is important. Don’t get distracted. Don’t get diverted. Focus on the country and the world we want to help create.”
Watch a video of the incident below and tell us what you think. Is Hillary clearly hiding something?",2016-11-07 20:22:36+00:00,-0.039732143,"Trump Support Destroys Hillary Clinton To Her Face, ‘BILL IS A RAPIST’… Watch What Happens Next",http://americannews.com/trump-support-destroys-hillary-clinton-to-her-face-bill-is-a-rapist-watch-what-happens-next/
"With less than two weeks until the presidential election, the FBI made the shocking announcement that they would be reopening the investigation into Hillary Clinton’s illegal use of a personal email server during her time as Secretary of State.
Now, it appears the FBI may be letting Hillary off the hook AGAIN. This is a decision that was foreshadowed by President Barack Obama, who made statements indicating he may preemptively pardon Clinton just before Election Day.
Many Americans have already drawn similarities between Obama’s decision and that of President Gerald Ford to pardon President Richard Nixon.
“President Obama has the power to pardon Clinton on the simple prospect she could be charged with a crime or handed an indictment by the FBI,” Katie Pavlich wrote for Townhall. “Because the FBI announced in July that they were not going to indict Clinton, there was no need for a pardon to be on the table. That has since changed.”
“As my colleague, Ed Morrissey points out, President Gerald Ford pardoned President Richard Nixon after he resigned from the Oval Office and before he was ever officially charged with a crime,” she continued. “At the time of the pardon, nearly everyone knew and admitted Nixon was guilty. Ford was criticized for clearing him.”
What do you think? Are you tired of the corruption in Obama’s White House? This is unacceptable.",2016-11-07 18:21:52+00:00,-0.196666667,BREAKING: Obama Makes Stunning Announcement About Clinton Investigation,http://americannews.com/breaking-obama-makes-stunning-announcement-about-clinton-investigation/
"Hillary Clinton’s niece sparked major controversy when she announced that she will be voting for Donald Trump.
“I support Donald Trump 100 percent,” Macy Smit, the daughter of Bill Clinton’s half-brother Roger Clinton, told reporters at RadarOnline.
“I have been a Democrat my entire life, but Trump is what we need right now—somebody who is going to stand up for us,” Smit commented. “I think at this point Hillary just wants it for the history books—to be the first woman president for selfish reasons.”
Smit then went on to confess she’s never met Clinton, which she attributes to Clinton’s holier-than-thou attitude.
“Something tells me the Clinton side looks at me and my mother as not good enough, but we’re hard-working,” Smit told reporters.
Smit first came into the limelight six years ago, when she gave her heart-wrenching story to Inside Edition. In the interview, she disclosed that she had been living off food stamps.
Her life has turned around since that, she is now married to a U.S. Air Force meteorologist. Now, she’s taking an opportunity to warn America that her aunt’s ‘devotion’ to the American public is a scam.
What do you think? Does Clinton need to be kept far away from the White House?",2016-11-05 20:50:12+00:00,0.039158163,"Hillary Clinton’s Niece Goes Rogue, Spills Her Guts About The Truth Of Her Evil Aunt [VIDEO]",http://americannews.com/hillary-clintons-niece-goes-rogue-spills-her-guts-about-the-truth-of-her-evil-aunt-video/
